chr1	309815	314268
chr1	413672	415961
chr1	468169	468409
chr1	729395	729769
chr1	733855	734098
chr1	1043649	1043771
chr1	1571409	1573847
chr1	1775199	1777329
chr1	2127981	2138022
chr1	2294583	2295986
chr1	2312759	2315495
chr1	2317217	2322986
chr1	2324439	2361821
chr1	2495045	2495675
chr1	2819325	2819871
chr1	3116729	3117416
chr1	3337693	3337812
chr1	3982109	3982775
chr1	8785383	8785807
chr1	15481398	15484897
chr1	15690157	15690388
chr1	16643395	16796232
chr1	16846367	16848316
chr1	16504953	16506913
chr1	19324082	19324463
chr1	20982283	20982401
chr1	22281002	22281736
chr1	22847402	22847550
chr1	24502178	24502183
chr1	25282575	25282673
chr1	29763630	29764993
chr1	30873764	30875646
chr1	31194710	31194907
chr1	31654283	31656310
chr1	31720385	31720966
chr1	31821411	31821452
chr1	32033568	32033828
chr1	35032648	35032874
chr1	39902815	39903051
chr1	47023893	47024146
chr1	50552284	50554610
chr1	53384424	53385929
chr1	54990125	54990227
chr1	55918623	55923324
chr1	59662150	59665701
chr1	63656124	63656208
chr1	65920236	65920320
chr1	70902122	70902640
chr1	72183356	72183487
chr1	72183821	72184118
chr1	75860905	75861202
chr1	77583261	77583577
chr1	87190584	87190770
chr1	90004960	90005101
chr1	90586163	90586300
chr1	91303663	91304850
chr1	91666756	91667667
chr1	91676048	91676249
chr1	93002459	93002582
chr1	93026970	93026979
chr1	93052563	93052756
chr1	100236972	100362299
chr1	105230872	105231138
chr1	105389762	105390676
chr1	108283718	108284154
chr1	108875417	108876059
chr1	110199363	110202198
chr1	114287536	114287719
chr1	115843725	115843748
chr1	118404147	118404978
chr1	121990048	121991283
chr1	122319572	122337505
chr1	122342686	122354144
chr1	122387533	122402348
chr1	122330801	122332642
chr1	122387533	122402348
chr1	122407904	122427434
chr1	122433387	122441334
chr1	122387758	122402215
chr1	122705681	122710541
chr1	122713833	122714325
chr1	122724699	122735964
chr1	122748369	122763818
chr1	122780718	122789975
chr1	122871512	122871822
chr1	122903974	122942244
chr1	122956208	122956812
chr1	122988729	122990240
chr1	123074011	123079629
chr1	123190309	123193415
chr1	123205941	123222708
chr1	123243985	123245528
chr1	123544500	123550770
chr1	123560337	123563545
chr1	123586129	123594435
chr1	123599437	123625230
chr1	123650945	123677342
chr1	123692820	123710715
chr1	123848156	123849015
chr1	123873883	123876528
chr1	123879425	123880175
chr1	123882734	123883666
chr1	123888171	123920623
chr1	123989844	123991789
chr1	124540557	124545232
chr1	124548421	124573099
chr1	124584158	124585548
chr1	125100711	125103012
chr1	125164617	125165188
chr1	125202471	125205594
chr1	125209397	125211056
chr1	125492181	125492472
chr1	125500678	125500969
chr1	125512248	125513425
chr1	125581342	125591948
chr1	125627948	125628736
chr1	125631630	125636880
chr1	125637034	125683984
chr1	125698969	125701003
chr1	125706044	125723592
chr1	125725818	125730353
chr1	125744837	125745665
chr1	125755613	125781642
chr1	125794772	125797683
chr1	125844130	125852802
chr1	125864340	125865274
chr1	125867588	125868424
chr1	125695963	125698275
chr1	125703852	125714945
chr1	125794772	125797683
chr1	125844130	125852802
chr1	125864340	125865274
chr1	125867588	125868424
chr1	125877342	125898672
chr1	125801123	125801734
chr1	125803952	125804462
chr1	125865966	125865976
chr1	126133500	126136192
chr1	126139943	126144290
chr1	126164612	126164897
chr1	126224970	126239025
chr1	126323491	126324951
chr1	126331800	126339105
chr1	126350029	126368107
chr1	126377920	126379112
chr1	126384835	126387657
chr1	126386683	126388951
chr1	126407453	126409852
chr1	126411185	126414984
chr1	126425410	126430680
chr1	126441633	126452038
chr1	126464107	126471663
chr1	126807492	126809760
chr1	126815366	126817660
chr1	126821342	126823630
chr1	126832944	126834794
chr1	126854235	126856967
chr1	127338824	127342563
chr1	127359353	127361360
chr1	127359353	127361360
chr1	127359353	127361360
chr1	127373767	127381387
chr1	127381352	127384075
chr1	127396460	127408144
chr1	127419759	127423510
chr1	127429236	127430403
chr1	127436048	127441897
chr1	127419759	127423510
chr1	127429236	127430403
chr1	127436048	127441897
chr1	127445832	127469101
chr1	127512569	127516029
chr1	127719410	127719636
chr1	127747940	127748270
chr1	127752058	127752264
chr1	127789080	127793594
chr1	127794512	127797130
chr1	127824460	127827332
chr1	127829918	127830070
chr1	127838104	127838247
chr1	127844888	127847768
chr1	127850355	127851104
chr1	127854323	127855955
chr1	127861283	127861345
chr1	127864012	127868253
chr1	127872188	127873641
chr1	127878753	127881056
chr1	127882888	127885997
chr1	127887176	127925067
chr1	127926904	127927794
chr1	127940909	127941064
chr1	127881531	127887238
chr1	127899487	127899628
chr1	127905015	127905077
chr1	127909112	127909213
chr1	127921531	127921781
chr1	127925579	127925728
chr1	127961821	127962110
chr1	127968406	127970037
chr1	127976092	127976306
chr1	127994727	127995646
chr1	128045983	128047887
chr1	128048359	128052772
chr1	129411470	129411938
chr1	129418314	129430899
chr1	129442303	129622104
chr1	129623282	129640363
chr1	129651702	129696602
chr1	129888591	129888880
chr1	133140501	133142131
chr1	133649330	133651444
chr1	136243938	136245051
chr1	138012425	138018580
chr1	138055078	138055385
chr1	138417454	138420542
chr1	138525586	138526712
chr1	138752654	138753162
chr1	138760928	138761201
chr1	138768233	138769943
chr1	138790870	138793231
chr1	138904197	138909413
chr1	138910243	138911644
chr1	138914201	138917753
chr1	138924158	138925140
chr1	138928398	138930075
chr1	138932096	138935793
chr1	138976938	138984707
chr1	139028948	139029270
chr1	139030137	139031835
chr1	140487007	140487433
chr1	140657799	140657994
chr1	140711601	140714575
chr1	140718229	140720805
chr1	140721109	140732458
chr1	140761247	140763289
chr1	145623526	145624042
chr1	145625328	145625600
chr1	150063485	150063526
chr1	153854964	153855000
chr1	157738018	157738167
chr1	171320933	171321399
chr1	172070619	172070693
chr1	176746520	176746589
chr1	177164473	177164749
chr1	178020584	178021115
chr1	179929990	179930015
chr1	182415758	182415954
chr1	185643042	185643143
chr1	186107346	186107549
chr1	189243190	189243543
chr1	190180572	190180986
chr1	192855493	192855657
chr1	196893677	196893707
chr1	198249671	198251460
chr1	198754204	198754324
chr1	203209189	203209302
chr1	206714170	206715897
chr1	208532564	208532845
chr1	211808485	211808591
chr1	212844643	212845131
chr1	215535815	215535962
chr1	216020391	216021071
chr1	218199404	218200405
chr1	219546222	219546589
chr1	224978998	224979307
chr1	226853249	226853338
chr1	227938181	227938793
chr1	230246788	230246962
chr1	231168222	231168272
chr1	231731409	231731568
chr1	233559951	233560049
chr1	234603201	234603389
chr1	234784664	234784800
chr1	235059530	235059623
chr1	237025956	237026057
chr1	238188671	238188731
chr1	238550724	238550747
chr1	238551259	238551631
chr1	238852507	238852639
chr1	239109245	239109514
chr1	242866630	242867746
chr1	244460368	244460550
chr1	244589545	244589723
chr1	244856686	244856739
chr10	472783	475064
chr10	512986	513332
chr10	513609	514686
chr10	607016	607272
chr10	1231035	1239745
chr10	1541670	1542591
chr10	2523421	2525529
chr10	3111009	3111097
chr10	3119941	3119972
chr10	3135418	3135445
chr10	3321435	3321923
chr10	4969494	4970876
chr10	4971564	4971798
chr10	4973818	4974339
chr10	4974805	4979394
chr10	4980133	4980312
chr10	4982252	4982653
chr10	4995505	4995933
chr10	4997832	4998359
chr10	4999102	5003624
chr10	5006184	5008057
chr10	7564356	7564499
chr10	7626309	7627105
chr10	8420298	8420394
chr10	8986982	8987225
chr10	12741682	12741781
chr10	13071244	13071556
chr10	18234172	18234315
chr10	19550889	19550953
chr10	24579130	24579178
chr10	25895205	25895401
chr10	26960973	26962242
chr10	27339187	27340568
chr10	27345125	27392447
chr10	29210646	29210715
chr10	29854416	29854466
chr10	31763285	31764577
chr10	35749091	35749157
chr10	38534567	38534675
chr10	38617282	38622776
chr10	39680374	39702115
chr10	39702493	39702978
chr10	39705711	39708059
chr10	39788903	39790949
chr10	39791525	39797904
chr10	39839139	39841136
chr10	39976470	39978092
chr10	39980189	39983209
chr10	40402091	40403162
chr10	40904244	40908055
chr10	40989120	40990065
chr10	40991364	40995158
chr10	41001719	41005851
chr10	41008768	41009412
chr10	41008768	41009412
chr10	41050934	41051507
chr10	41253936	41255197
chr10	41317752	41322838
chr10	41369177	41370375
chr10	41407214	41410963
chr10	41422627	41425267
chr10	41494510	41497564
chr10	41669523	41671107
chr10	41696998	41697953
chr10	41983446	41987883
chr10	42035654	42036511
chr10	42043585	42044807
chr10	42087689	42089653
chr10	42106772	42110541
chr10	42389577	42394781
chr10	42396827	42398589
chr10	42560150	42617569
chr10	42642693	42652455
chr10	42710000	42745426
chr10	42746587	42747062
chr10	42747392	42769257
chr10	42770759	42798230
chr10	42896307	42899034
chr10	42909628	42919573
chr10	42922740	42930887
chr10	42920491	42928799
chr10	42935160	42935773
chr10	42986804	43012841
chr10	43043272	43045284
chr10	43048723	43052593
chr10	43068904	43072932
chr10	43359039	43360907
chr10	43455739	43458575
chr10	43509241	43527412
chr10	43534279	43543725
chr10	43547619	43548217
chr10	43550622	43554270
chr10	43519937	43523709
chr10	43534279	43543725
chr10	43547619	43548217
chr10	43550622	43554270
chr10	43576248	43576846
chr10	43582881	43584618
chr10	43551235	43553775
chr10	43563291	43564589
chr10	43610067	43610481
chr10	44659993	44660028
chr10	45939173	45939204
chr10	47817864	47817865
chr10	47896315	47896544
chr10	61293186	61294598
chr11	5299	5398
chr11	205241	304446
chr11	402604	402845
chr11	477245	477397
chr11	685799	686409
chr11	1070219	1074808
chr11	1147679	1147776
chr11	1744914	1746162
chr11	3175183	3175603
chr11	5792232	5794507
chr11	6441161	6441290
chr11	8265734	8265865
chr11	9266044	9266173
chr11	11313051	11317923
chr11	12711846	12714238
